Targa,TipoCambio,NumeroSerie,PrezzoListino,AnnoImmatricolazione,IdConcessionaria,IdModello,IdColore
WF805LB,Manuale,SN6186480,52800,2020,CONC110,MOD514,COL9
JQ338GM,Manuale,SN6063332,45200,2003,CONC96,MOD342,COL13
ZJ660SV,Automatico,SN6988706,69000,2021,CONC200,MOD221,COL2
MG240YT,Automatico,SN5310118,64800,2020,CONC23,MOD783,COL11
HR627OJ,Manuale,SN1004280,35100,2001,CONC173,MOD129,COL7
PJ655MC,Automatico,SN7352100,34600,2016,CONC16,MOD161,COL19
VG441FS,Manuale,SN4787983,29400,2017,CONC155,MOD114,COL1
TA155TT,Automatico,SN3412119,60100,2000,CONC100,MOD167,COL22
GM573QE,Automatico,SN4171307,40500,2010,CONC133,MOD685,COL6
UX706KB,Manuale,SN3329698,29600,2002,CONC70,MOD938,COL22
NC324IC,Automatico,SN5076661,46300,2010,CONC171,MOD920,COL17
DU651FP,Automatico,SN2406136,48200,2017,CONC52,MOD159,COL6
SD371XH,Manuale,SN3184865,67000,2007,CONC26,MOD794,COL12
HO998YO,Manuale,SN1235373,44500,2003,CONC78,MOD900,COL9
KA534HQ,Automatico,SN7228824,17200,2012,CONC109,MOD71,COL12
ZR568LF,Manuale,SN8560323,35200,2015,CONC189,MOD888,COL20
UO506KO,Automatico,SN8168017,52200,2014,CONC102,MOD691,COL17
YO381XE,Automatico,SN5821164,61200,2005,CONC72,MOD211,COL17
DF963SE,Manuale,SN8281875,65400,2009,CONC98,MOD6,COL9
ST869MK,Manuale,SN2375833,64100,2017,CONC123,MOD260,COL27
ZH903QG,Manuale,SN6580489,53600,2014,CONC139,MOD546,COL24
DN590GQ,Automatico,SN3934616,45800,2024,CONC117,MOD21,COL21
VY590ZY,Automatico,SN4360385,59700,2012,CONC186,MOD940,COL18
CC164LV,Manuale,SN8280726,69500,2015,CONC96,MOD163,COL30
DE199VQ,Manuale,SN4610974,26200,2017,CONC72,MOD94,COL19
SO551BP,Manuale,SN1522873,18500,2024,CONC95,MOD842,COL27
RQ808UX,Manuale,SN3805264,35900,2011,CONC70,MOD940,COL29
ER247CA,Automatico,SN8580570,65300,2003,CONC167,MOD543,COL21
FX911FV,Manuale,SN6744610,60400,2011,CONC70,MOD549,COL22
LQ771CJ,Automatico,SN3707881,50800,2005,CONC62,MOD55,COL15
IH110ZT,Manuale,SN9399185,62300,2016,CONC148,MOD592,COL13
UK379EL,Manuale,SN5266499,34300,2016,CONC165,MOD281,COL1
AC678DE,Automatico,SN6344689,57100,2018,CONC135,MOD556,COL1
ME412CT,Manuale,SN3503193,26900,2018,CONC62,MOD947,COL5
XJ942BF,Automatico,SN3605521,20400,2021,CONC62,MOD887,COL4
SI175FL,Automatico,SN8645102,19900,2018,CONC62,MOD296,COL25
OZ554BW,Manuale,SN2702502,65800,2005,CONC177,MOD129,COL29
MF177YA,Manuale,SN2839804,63200,2023,CONC4,MOD14,COL26
MU974TF,Manuale,SN4661963,52100,2007,CONC148,MOD504,COL12
PI838RM,Automatico,SN6291360,48000,2022,CONC20,MOD290,COL8
QI225MY,Automatico,SN8690134,19200,2023,CONC132,MOD565,COL17
ZO632MV,Automatico,SN9786779,46900,2000,CONC175,MOD515,COL4
IX789EA,Automatico,SN4706550,49200,2019,CONC17,MOD343,COL7
WU531IW,Manuale,SN8432835,44300,2005,CONC55,MOD802,COL20
QK381QJ,Automatico,SN7061323,20800,2024,CONC52,MOD531,COL21
UQ380EG,Automatico,SN7994776,20700,2005,CONC108,MOD906,COL27
TU303UQ,Automatico,SN6066852,34200,2014,CONC127,MOD281,COL23
LA532HQ,Automatico,SN8050028,69200,2018,CONC152,MOD557,COL6
PR747TJ,Manuale,SN7613571,36600,2003,CONC53,MOD642,COL25
FN837IQ,Automatico,SN4379383,56600,2021,CONC4,MOD945,COL8
IZ443DG,Manuale,SN5862790,34100,2019,CONC21,MOD92,COL12
OI600MR,Manuale,SN7085210,17000,2005,CONC130,MOD879,COL26
BV982LY,Manuale,SN9324702,46300,2020,CONC51,MOD718,COL2
UW736JX,Manuale,SN8797304,38400,2023,CONC23,MOD479,COL17
WN322QN,Automatico,SN9720297,21600,2007,CONC132,MOD6,COL28
NX349CH,Manuale,SN6680176,55300,2016,CONC29,MOD858,COL3
NH139OD,Automatico,SN8810711,55900,2012,CONC22,MOD169,COL1
EL410CG,Automatico,SN3023564,42600,2005,CONC109,MOD389,COL5
JG435OK,Automatico,SN6273319,17700,2005,CONC30,MOD527,COL30
UQ609PI,Automatico,SN1383659,44800,2023,CONC44,MOD490,COL9
BR285SC,Manuale,SN4085271,43000,2004,CONC69,MOD121,COL13
EC833XB,Automatico,SN3213986,27000,2016,CONC76,MOD695,COL24
HU465AQ,Manuale,SN1600861,30400,2017,CONC136,MOD887,COL1
KS609UC,Manuale,SN2333910,50100,2003,CONC37,MOD274,COL27
VA762PH,Automatico,SN7973684,53600,2001,CONC59,MOD194,COL12
ZR536RJ,Manuale,SN5454997,15600,2015,CONC94,MOD205,COL3
KI104FL,Automatico,SN9887769,33100,2010,CONC4,MOD717,COL13
XP107GX,Manuale,SN2646599,17800,2008,CONC131,MOD105,COL20
WU211SV,Manuale,SN6985859,21900,2021,CONC100,MOD182,COL27
UO712GJ,Automatico,SN3386711,50200,2017,CONC3,MOD781,COL5
IW145BH,Manuale,SN8728462,68000,2000,CONC162,MOD57,COL5
VG100ME,Manuale,SN4166255,33700,2007,CONC112,MOD347,COL19
RJ988MO,Manuale,SN6335513,63400,2023,CONC115,MOD7,COL13
UR988YX,Manuale,SN5230609,45300,2004,CONC111,MOD6,COL15
CD916WB,Automatico,SN6309382,36100,2016,CONC191,MOD732,COL27
NS198FL,Manuale,SN3010735,37500,2005,CONC191,MOD117,COL9
EF489DF,Automatico,SN7168839,42500,2007,CONC41,MOD942,COL13
EJ810HF,Manuale,SN5947293,67200,2015,CONC133,MOD921,COL3
NP615GI,Manuale,SN9736103,30100,2003,CONC113,MOD12,COL8
MM184OY,Manuale,SN6122822,34200,2021,CONC85,MOD100,COL22
BD795VC,Automatico,SN2419527,38600,2006,CONC122,MOD625,COL27
DT853NO,Automatico,SN8660772,67200,2021,CONC54,MOD483,COL1
OD950KG,Automatico,SN6854278,35500,2005,CONC7,MOD238,COL17
TV306EY,Manuale,SN7105067,31200,2007,CONC83,MOD277,COL17
CA791LN,Automatico,SN2607412,24500,2005,CONC193,MOD580,COL14
OX319NI,Automatico,SN8192563,38600,2012,CONC164,MOD360,COL14
UI268JK,Automatico,SN2738489,18000,2022,CONC61,MOD966,COL9
ET277BO,Automatico,SN4793901,30800,2001,CONC142,MOD304,COL28
TW850FU,Manuale,SN2061347,19500,2000,CONC110,MOD455,COL11
WT127EN,Manuale,SN4883117,50400,2012,CONC35,MOD897,COL19
FX487GT,Manuale,SN2145709,64200,2021,CONC136,MOD413,COL15
YF568PM,Manuale,SN2032886,45300,2012,CONC135,MOD790,COL10
XB426ZE,Manuale,SN7805716,33200,2016,CONC72,MOD725,COL26
WF858UT,Automatico,SN3413806,58400,2023,CONC144,MOD385,COL16
ID932RC,Automatico,SN1218737,51600,2022,CONC30,MOD385,COL7
TG261AA,Automatico,SN5478820,30400,2004,CONC200,MOD384,COL10
AJ538DY,Manuale,SN3518023,17600,2011,CONC111,MOD263,COL25
JJ553IO,Manuale,SN5675380,37900,2016,CONC27,MOD707,COL30
EG722BZ,Manuale,SN3851875,42500,2013,CONC96,MOD856,COL15
RQ814AB,Manuale,SN3107880,17100,2009,CONC9,MOD996,COL17
BI531JE,Automatico,SN3179627,17700,2016,CONC42,MOD151,COL25
FM710OT,Manuale,SN5922321,36000,2018,CONC188,MOD75,COL28
CQ315RI,Manuale,SN1439029,31300,2001,CONC86,MOD28,COL9
PM973QW,Automatico,SN8833272,60000,2008,CONC16,MOD820,COL24
NA530DJ,Automatico,SN9801406,17800,2007,CONC167,MOD721,COL9
XG599TW,Automatico,SN7427540,58100,2001,CONC47,MOD510,COL8
PG275KB,Manuale,SN9798547,38500,2020,CONC162,MOD987,COL16
LZ997OB,Manuale,SN3642397,46000,2000,CONC104,MOD949,COL27
BJ870VP,Automatico,SN3719802,35500,2024,CONC175,MOD977,COL4
OY276MF,Manuale,SN6567774,29800,2005,CONC58,MOD540,COL13
PK410WU,Automatico,SN1540744,21800,2012,CONC2,MOD986,COL7
WL893SL,Automatico,SN1479725,21800,2009,CONC186,MOD375,COL21
JD727NY,Automatico,SN6812784,68300,2000,CONC170,MOD479,COL10
CD133XD,Manuale,SN7806871,52900,2000,CONC81,MOD844,COL26
IC251KY,Manuale,SN3244899,23500,2018,CONC49,MOD127,COL11
FG909UU,Manuale,SN1786181,53800,2016,CONC45,MOD464,COL28
TS969VA,Automatico,SN6015799,52300,2012,CONC192,MOD86,COL7
VE203PV,Automatico,SN6967938,67000,2022,CONC121,MOD773,COL27
AO218HX,Manuale,SN4722174,52400,2017,CONC161,MOD565,COL6
LE208YW,Automatico,SN2963644,45100,2002,CONC43,MOD7,COL26
OG467WB,Manuale,SN3676363,45300,2012,CONC122,MOD807,COL26
GF242EA,Manuale,SN2766829,59900,2015,CONC138,MOD178,COL20
SK588FZ,Automatico,SN3013852,61000,2019,CONC195,MOD794,COL27
PX784RL,Manuale,SN7216910,18300,2007,CONC37,MOD479,COL2
MC501QO,Manuale,SN1135486,59200,2018,CONC85,MOD22,COL8
WC565ST,Automatico,SN4822070,25000,2001,CONC173,MOD160,COL30
AS248KP,Manuale,SN2989193,58000,2012,CONC28,MOD72,COL7
BY221XS,Manuale,SN5441457,66200,2003,CONC145,MOD589,COL3
CR838KH,Manuale,SN6395299,40100,2024,CONC159,MOD934,COL11
GJ448LG,Manuale,SN3951817,63700,2017,CONC101,MOD466,COL23
QJ231SI,Automatico,SN4051521,23800,2012,CONC28,MOD32,COL10
PR335BC,Automatico,SN7733021,23700,2012,CONC81,MOD122,COL30
HZ317HT,Automatico,SN6866886,41400,2008,CONC116,MOD373,COL9
YK317HU,Manuale,SN6133768,19800,2017,CONC66,MOD347,COL12
LQ362JS,Manuale,SN3323240,62300,2008,CONC11,MOD743,COL25
ZI937BJ,Automatico,SN7967484,25300,2004,CONC189,MOD86,COL3
ER474LI,Manuale,SN9858187,16500,2017,CONC144,MOD18,COL3
EQ953GX,Manuale,SN3325260,39300,2014,CONC77,MOD506,COL18
CS508DG,Automatico,SN3983047,26500,2016,CONC78,MOD401,COL29
IP329SG,Automatico,SN6290286,52700,2008,CONC187,MOD874,COL2
MO540NX,Automatico,SN7240607,46500,2016,CONC9,MOD200,COL24
ZH437SS,Manuale,SN8255447,61800,2013,CONC87,MOD494,COL26
LK538OI,Automatico,SN5435395,48800,2010,CONC21,MOD484,COL6
PG463PV,Manuale,SN3166972,43700,2007,CONC92,MOD917,COL3
ZX991NK,Automatico,SN8127878,48900,2012,CONC154,MOD746,COL17
NW317FV,Automatico,SN6372108,43900,2011,CONC153,MOD516,COL4
XX959XD,Automatico,SN6562834,15300,2001,CONC119,MOD568,COL20
IW939GH,Manuale,SN8629152,69300,2015,CONC71,MOD12,COL26
MD531BC,Manuale,SN8229438,27000,2005,CONC4,MOD590,COL30
YT220YN,Manuale,SN6487572,44400,2014,CONC36,MOD247,COL22
LG597KL,Automatico,SN2441373,45400,2019,CONC18,MOD745,COL13
VZ419XR,Manuale,SN4320471,28900,2000,CONC111,MOD533,COL25
QO839SG,Manuale,SN6487997,40600,2011,CONC21,MOD648,COL3
PT118IA,Automatico,SN1022616,25500,2005,CONC41,MOD666,COL9
BD516WS,Manuale,SN8558994,20500,2003,CONC135,MOD402,COL19
YN223IO,Manuale,SN7459192,62700,2021,CONC66,MOD485,COL8
KP203QR,Manuale,SN5173350,22900,2024,CONC188,MOD324,COL12
MK586YE,Automatico,SN5453970,49200,2019,CONC128,MOD45,COL26
AY960IF,Automatico,SN7640299,33300,2020,CONC163,MOD162,COL28
ZJ698OD,Manuale,SN6185837,54200,2006,CONC148,MOD890,COL19
XZ953SE,Manuale,SN9881294,20900,2021,CONC147,MOD407,COL27
UG877JM,Manuale,SN7128382,67900,2002,CONC175,MOD827,COL18
LC689LC,Manuale,SN4513607,17700,2012,CONC19,MOD219,COL15
VU705ER,Manuale,SN8201235,26600,2009,CONC164,MOD318,COL20
CW647GJ,Manuale,SN8264222,26300,2001,CONC182,MOD62,COL20
PR520NQ,Automatico,SN2443751,65000,2000,CONC149,MOD42,COL11
IG783XJ,Automatico,SN9152207,34700,2007,CONC96,MOD847,COL6
OU563EL,Manuale,SN3276044,18000,2003,CONC55,MOD274,COL29
TZ984HU,Automatico,SN2562222,64000,2017,CONC16,MOD912,COL15
UE769ZH,Manuale,SN7337244,50500,2022,CONC121,MOD506,COL7
QH616AS,Manuale,SN4799188,34300,2010,CONC128,MOD587,COL22
KT850ZH,Manuale,SN8309856,18500,2020,CONC45,MOD131,COL6
ZL467MH,Automatico,SN3744706,16600,2011,CONC89,MOD135,COL26
OC930GW,Automatico,SN9103025,20800,2014,CONC4,MOD80,COL28
TR296MK,Manuale,SN9217709,43800,2024,CONC193,MOD27,COL9
DV852XV,Automatico,SN1259115,32000,2019,CONC197,MOD944,COL15
RE189ZZ,Automatico,SN5873728,53400,2020,CONC118,MOD796,COL25
PC931CI,Manuale,SN6686376,38400,2006,CONC134,MOD973,COL17
FC550ZP,Manuale,SN2699308,23100,2024,CONC88,MOD79,COL24
TQ886NV,Manuale,SN2919651,46000,2014,CONC71,MOD660,COL20
WN961VN,Automatico,SN2997595,40800,2019,CONC125,MOD995,COL24
HJ110HL,Manuale,SN7144442,62700,2004,CONC102,MOD457,COL21
RQ196EZ,Automatico,SN5293547,50100,2014,CONC101,MOD759,COL30
ZR912VL,Automatico,SN4533226,49100,2003,CONC169,MOD317,COL16
SD453OE,Automatico,SN9439687,66200,2017,CONC164,MOD578,COL17
CN671MB,Automatico,SN3907005,53700,2023,CONC115,MOD904,COL29
GQ100XW,Automatico,SN4679539,58900,2014,CONC132,MOD38,COL3
ZH958ZI,Manuale,SN7008212,47300,2002,CONC28,MOD614,COL28
YE753IX,Manuale,SN5146142,17800,2015,CONC53,MOD841,COL28
AP176ME,Automatico,SN3734076,33200,2009,CONC69,MOD815,COL22
SB745GT,Manuale,SN5737373,17700,2005,CONC35,MOD679,COL17
RB611KR,Automatico,SN5528605,39000,2010,CONC114,MOD486,COL8
PV946YI,Manuale,SN9503424,24800,2014,CONC162,MOD285,COL3
YW776RY,Automatico,SN8576518,58800,2009,CONC130,MOD194,COL27
JE347YN,Manuale,SN4790959,24300,2021,CONC188,MOD457,COL30
AO609XR,Manuale,SN7373379,58300,2014,CONC89,MOD78,COL24
EM769LN,Manuale,SN9018404,40200,2001,CONC79,MOD858,COL15
SM294OJ,Automatico,SN1326447,45900,2007,CONC115,MOD88,COL21
VV359NB,Manuale,SN8878740,63600,2009,CONC41,MOD168,COL14
OS252ZE,Automatico,SN4793416,17500,2011,CONC18,MOD404,COL25
IA544EK,Manuale,SN7467599,38900,2006,CONC88,MOD933,COL10
ZR822YH,Manuale,SN8105765,48600,2005,CONC155,MOD502,COL11
WL545CJ,Automatico,SN4196235,25000,2005,CONC27,MOD648,COL19
RI978AG,Automatico,SN4053466,57800,2006,CONC30,MOD304,COL15
FK882GK,Automatico,SN5761925,35200,2019,CONC28,MOD683,COL12
OL352XG,Automatico,SN9848549,28200,2017,CONC191,MOD801,COL18
FW568YD,Manuale,SN1175973,31700,2022,CONC71,MOD418,COL1
ZE167HI,Manuale,SN2894686,46200,2001,CONC35,MOD419,COL22
XR307ZS,Manuale,SN3629275,36300,2017,CONC190,MOD753,COL4
BG136KM,Automatico,SN1870141,18900,2007,CONC186,MOD935,COL16
BK494OG,Automatico,SN4850361,15100,2019,CONC117,MOD299,COL26
JO145QL,Automatico,SN2015661,22500,2013,CONC118,MOD30,COL12
TY773RP,Manuale,SN4411644,61700,2013,CONC94,MOD541,COL9
IL627VC,Automatico,SN9478521,27500,2017,CONC90,MOD173,COL6
ZQ895GS,Manuale,SN4377263,33600,2004,CONC103,MOD41,COL9
XM384RQ,Manuale,SN6494672,64500,2023,CONC131,MOD106,COL17
GF639ON,Automatico,SN9091696,38600,2021,CONC54,MOD173,COL10
TY511ZF,Automatico,SN2332003,40000,2021,CONC28,MOD482,COL17
YW670VO,Automatico,SN4232511,44800,2004,CONC153,MOD771,COL19
VQ837ZB,Automatico,SN3945879,63800,2013,CONC60,MOD722,COL26
GO224OS,Manuale,SN9127111,43000,2024,CONC101,MOD26,COL16
MY238OB,Automatico,SN4209516,23900,2011,CONC23,MOD738,COL16
QB882YW,Automatico,SN7863761,52500,2016,CONC42,MOD660,COL17
DV813ZO,Manuale,SN8006468,64200,2023,CONC35,MOD828,COL25
EC268RY,Automatico,SN9929045,53700,2005,CONC130,MOD823,COL4
TW156AI,Manuale,SN1140546,69000,2003,CONC110,MOD532,COL3
TN666VA,Automatico,SN3890998,52500,2008,CONC10,MOD222,COL29
PL575FN,Automatico,SN6335290,38400,2018,CONC118,MOD872,COL26
WY944UB,Automatico,SN6025057,63000,2006,CONC71,MOD791,COL8
NN179XJ,Automatico,SN6762831,55800,2011,CONC72,MOD194,COL21
IM721BU,Automatico,SN1727847,26300,2000,CONC33,MOD127,COL20
TC174QI,Manuale,SN5212113,61900,2024,CONC10,MOD260,COL29
RN406UA,Automatico,SN2711795,36800,2001,CONC146,MOD487,COL24
FZ208PC,Manuale,SN2894422,69600,2002,CONC175,MOD622,COL3
AA957PV,Automatico,SN2655985,47200,2008,CONC195,MOD113,COL23
RO394PY,Automatico,SN7398451,65500,2004,CONC87,MOD786,COL20
WT210CH,Automatico,SN2708117,52100,2011,CONC164,MOD144,COL29
HQ107NF,Manuale,SN5127037,24600,2007,CONC179,MOD920,COL13
WO971DG,Manuale,SN5843214,34500,2017,CONC19,MOD185,COL3
XC736JP,Manuale,SN1531560,23000,2004,CONC150,MOD494,COL28
LI852IY,Manuale,SN7568928,64600,2016,CONC23,MOD67,COL1
BI448GG,Manuale,SN1090116,46900,2012,CONC130,MOD254,COL14
HL376LM,Manuale,SN2445301,30300,2012,CONC74,MOD310,COL26
EC310LP,Manuale,SN7772460,47700,2000,CONC131,MOD904,COL15
GD556OY,Automatico,SN5509174,22000,2022,CONC93,MOD259,COL8
MC619ZW,Manuale,SN1982831,35200,2014,CONC29,MOD932,COL7
MT242QS,Automatico,SN7251208,53400,2000,CONC1,MOD432,COL29
RY117XE,Automatico,SN3840703,46200,2021,CONC15,MOD938,COL7
XY839PF,Automatico,SN3398038,69800,2011,CONC165,MOD944,COL4
ZF801WX,Manuale,SN2588830,49700,2016,CONC17,MOD905,COL24
KK295EO,Manuale,SN4266044,32500,2001,CONC69,MOD827,COL17
OO139ZR,Manuale,SN2802862,28000,2015,CONC166,MOD70,COL23
VY144WA,Automatico,SN7926436,35800,2007,CONC14,MOD642,COL5
JU352PV,Automatico,SN5830763,45300,2020,CONC38,MOD933,COL9
LA972JZ,Automatico,SN2419306,57600,2020,CONC61,MOD955,COL6
JH662EX,Automatico,SN1718040,44000,2002,CONC94,MOD639,COL22
MT471NA,Manuale,SN8978750,67200,2008,CONC191,MOD229,COL19
GK938SY,Manuale,SN5871733,52700,2017,CONC96,MOD664,COL15
HJ431EY,Automatico,SN4030673,27400,2009,CONC12,MOD486,COL16
PH667XW,Automatico,SN4750369,20400,2007,CONC151,MOD852,COL2
JF408ZZ,Manuale,SN5796805,52300,2007,CONC13,MOD738,COL2
VH163HI,Manuale,SN8250981,54800,2004,CONC177,MOD840,COL8
FO600DA,Manuale,SN6410186,26000,2011,CONC134,MOD700,COL15
NN788NL,Manuale,SN7382971,67800,2016,CONC13,MOD687,COL18
ZF285QY,Automatico,SN9579613,27500,2014,CONC27,MOD728,COL23
YV975GI,Automatico,SN2925408,68100,2021,CONC111,MOD1,COL18
QF639VC,Manuale,SN6972353,39000,2013,CONC158,MOD463,COL29
MS867CT,Automatico,SN8704034,29600,2010,CONC100,MOD513,COL21
HT962AE,Manuale,SN4330022,40500,2004,CONC14,MOD606,COL29
VB374VU,Manuale,SN7260954,64300,2008,CONC179,MOD840,COL12
XH515YF,Manuale,SN7703711,28400,2003,CONC83,MOD5,COL14
TF878UV,Automatico,SN3038643,42600,2015,CONC8,MOD853,COL12
OL353TM,Automatico,SN6659875,31900,2024,CONC2,MOD264,COL5
IC161IH,Manuale,SN9440669,24300,2010,CONC82,MOD79,COL17
BQ579LL,Manuale,SN2065464,40200,2010,CONC175,MOD418,COL14
SB138WO,Manuale,SN5997190,17700,2012,CONC125,MOD180,COL12
UB220TI,Automatico,SN2800764,41700,2009,CONC99,MOD216,COL30
NZ647CJ,Automatico,SN8823459,35300,2014,CONC107,MOD609,COL26
SG370NN,Automatico,SN9633375,68200,2009,CONC131,MOD59,COL14
YX138GL,Manuale,SN5345871,22900,2000,CONC158,MOD438,COL10
HU260WL,Manuale,SN5021203,32600,2014,CONC119,MOD581,COL3
IF170RC,Manuale,SN5644047,50300,2011,CONC179,MOD247,COL2
RC294WY,Automatico,SN3098695,67300,2000,CONC142,MOD450,COL18
PP291PM,Automatico,SN5068185,54300,2006,CONC158,MOD247,COL5
XM841PQ,Automatico,SN2831670,20300,2009,CONC96,MOD854,COL21
HZ712BC,Manuale,SN6266704,55300,2007,CONC80,MOD304,COL29
HT148IC,Manuale,SN4178559,34600,2024,CONC85,MOD140,COL23
YA663FO,Manuale,SN4975427,55000,2010,CONC139,MOD337,COL26
EB661KV,Automatico,SN8078142,49100,2023,CONC118,MOD499,COL2
XQ603XM,Automatico,SN7158236,52800,2012,CONC151,MOD100,COL9
JT975YS,Manuale,SN4625032,16300,2019,CONC83,MOD70,COL5
NQ725ED,Automatico,SN7699827,54200,2016,CONC142,MOD114,COL4
RW528OK,Automatico,SN2008060,52400,2017,CONC158,MOD448,COL4
DY860XU,Manuale,SN9692068,32600,2013,CONC61,MOD525,COL7
WI512SP,Automatico,SN8844746,53200,2023,CONC7,MOD265,COL16
AH191DJ,Automatico,SN8306448,53100,2012,CONC86,MOD504,COL13
QB904TS,Automatico,SN7695510,25100,2004,CONC84,MOD718,COL28
VJ348YU,Automatico,SN3227335,69100,2005,CONC109,MOD9,COL6
QY149ES,Manuale,SN9199043,69700,2012,CONC14,MOD768,COL26
ZX490XR,Automatico,SN5247107,35000,2022,CONC77,MOD39,COL25
EY194OP,Automatico,SN7249197,50000,2007,CONC87,MOD5,COL1
SR799MZ,Manuale,SN3029347,69600,2018,CONC171,MOD766,COL6
NB576FT,Automatico,SN7992198,17300,2011,CONC75,MOD168,COL7
OT733ES,Automatico,SN2648595,60500,2003,CONC191,MOD680,COL28
UJ920SW,Manuale,SN8714802,43800,2021,CONC172,MOD60,COL9
ST855NQ,Automatico,SN5854870,52600,2009,CONC193,MOD27,COL18
PY674FW,Manuale,SN8366501,54400,2015,CONC30,MOD365,COL9
TD900XZ,Manuale,SN8621617,55700,2000,CONC31,MOD393,COL13
QX583MB,Automatico,SN6445988,42100,2017,CONC91,MOD447,COL30
EW226NA,Automatico,SN8053331,31200,2014,CONC50,MOD449,COL4
HG961IP,Manuale,SN1368048,53000,2017,CONC41,MOD362,COL4
LW942PC,Automatico,SN2081226,43400,2014,CONC142,MOD594,COL25
UM781QG,Manuale,SN5846670,30500,2018,CONC116,MOD587,COL14
HH200TR,Automatico,SN2254054,21600,2004,CONC52,MOD328,COL29
SD876IL,Manuale,SN7357993,60400,2019,CONC57,MOD309,COL5
PB288SY,Automatico,SN1656238,61900,2001,CONC19,MOD946,COL22
GL929MX,Manuale,SN7340654,18000,2011,CONC39,MOD808,COL5
AL539IL,Manuale,SN6344000,22300,2018,CONC96,MOD860,COL30
RR349IW,Automatico,SN1166770,66100,2003,CONC110,MOD550,COL26
BC882MB,Manuale,SN1179544,27400,2015,CONC159,MOD279,COL1
CP816LI,Automatico,SN3895503,57400,2012,CONC128,MOD547,COL14
SJ980VJ,Manuale,SN8749124,66600,2000,CONC11,MOD991,COL5
NT862DJ,Automatico,SN5919991,21200,2016,CONC135,MOD968,COL23
FE356HD,Manuale,SN2653900,43500,2015,CONC157,MOD483,COL24
VU441YK,Automatico,SN7606450,27700,2022,CONC146,MOD689,COL16
VZ401WS,Manuale,SN4215572,37400,2003,CONC177,MOD39,COL2
DE976VE,Automatico,SN1669205,66900,2009,CONC113,MOD361,COL10
FC352VW,Automatico,SN6935181,15300,2002,CONC3,MOD92,COL8
OU435MB,Manuale,SN1089475,53900,2010,CONC160,MOD172,COL6
PF725EQ,Manuale,SN4822647,17000,2012,CONC33,MOD204,COL1
FV833QF,Manuale,SN8177138,46100,2023,CONC120,MOD971,COL18
PX955IT,Automatico,SN4982196,54500,2009,CONC74,MOD597,COL11
TU206FV,Automatico,SN3283452,33500,2023,CONC126,MOD674,COL4
EO925BV,Manuale,SN2327665,61800,2002,CONC7,MOD282,COL6
WY329RN,Automatico,SN4010304,40700,2011,CONC172,MOD996,COL4
FO555PB,Manuale,SN5159288,19600,2006,CONC146,MOD658,COL17
TX529OM,Manuale,SN3401374,30400,2018,CONC186,MOD490,COL7
FZ694AO,Automatico,SN5721190,46100,2013,CONC153,MOD450,COL3
OG222MU,Manuale,SN4603798,17600,2011,CONC135,MOD409,COL19
DA294DI,Automatico,SN1557451,37100,2009,CONC105,MOD722,COL21
VU617ZI,Automatico,SN9978758,25700,2016,CONC37,MOD921,COL5
BW373QV,Manuale,SN7449030,56700,2011,CONC51,MOD618,COL10
FV416EF,Manuale,SN6143437,22900,2007,CONC200,MOD637,COL8
EK340PK,Manuale,SN3570077,56800,2021,CONC125,MOD355,COL15
IA459FT,Manuale,SN5727490,18400,2000,CONC109,MOD414,COL16
FN134HM,Manuale,SN6495325,34000,2003,CONC38,MOD990,COL3
PK979ZT,Manuale,SN3368626,30000,2019,CONC166,MOD599,COL28
ZL300PX,Automatico,SN9520424,19000,2018,CONC51,MOD543,COL28
XK395MZ,Automatico,SN6285963,22400,2019,CONC68,MOD836,COL27
XT420LS,Automatico,SN3498743,52200,2020,CONC142,MOD65,COL17
KL962LM,Manuale,SN3268671,49500,2001,CONC189,MOD808,COL18
SU112KZ,Manuale,SN9025700,51500,2021,CONC50,MOD198,COL3
LC187DZ,Manuale,SN8899393,34500,2024,CONC127,MOD16,COL2
JW246QJ,Automatico,SN9158623,63200,2007,CONC196,MOD299,COL14
NB669PP,Manuale,SN1942135,17800,2016,CONC105,MOD877,COL23
RF339FO,Manuale,SN2044771,65900,2018,CONC7,MOD761,COL13
VK746ZE,Manuale,SN5436936,64600,2009,CONC123,MOD85,COL21
TV711DB,Automatico,SN3996399,66900,2023,CONC20,MOD655,COL1
XE477QB,Automatico,SN9037373,52000,2017,CONC20,MOD801,COL28
IA348ZI,Manuale,SN1602127,63600,2010,CONC131,MOD331,COL25
CW214BK,Automatico,SN8471972,53200,2009,CONC131,MOD332,COL28
ZA633HG,Automatico,SN3413897,39400,2014,CONC18,MOD977,COL8
JQ153YJ,Manuale,SN7736957,20300,2007,CONC65,MOD182,COL18
XK493XD,Automatico,SN1057081,63800,2011,CONC57,MOD909,COL7
ZT389SH,Manuale,SN5184816,68700,2016,CONC22,MOD372,COL29
RB295UN,Manuale,SN1359143,20500,2005,CONC123,MOD944,COL22
VD168PI,Automatico,SN8713986,20100,2007,CONC68,MOD64,COL14
ZK281CQ,Automatico,SN3446428,61600,2019,CONC143,MOD440,COL22
FB643MW,Manuale,SN4695104,43800,2010,CONC116,MOD406,COL7
PI576AS,Manuale,SN9948593,51600,2019,CONC6,MOD533,COL21
SB264FB,Manuale,SN9443314,23700,2011,CONC179,MOD25,COL5
KA179DY,Manuale,SN7243098,21700,2000,CONC89,MOD601,COL15
VQ185XE,Automatico,SN5315210,34400,2009,CONC105,MOD33,COL30
